1049005	0.998458014811	1.0	4114177	4107833	4107833
evo_1035930.032	1.0	1.0	2294831	2294831	2294831
Sample18_8	0.409809009246	1.0	121786	49909	49909
evo_1035930.029	0.995223021915	1.0	2423708	2412130	2412130
1285_BH	1.0	1.0	4566533	4566533	4566533
1036539	0.981075361633	0.999753569024	4763737	4673585	4674737
1036554	0.988479371591	0.999715411056	2686659	2655707	2656463
1035900	0.993613923248	0.999621382232	7323119	7276353	7279109
evo_1049056.011	0.988929033856	0.99956773245	3390490	3352954	3354404
evo_1286_AP.026	0.996072750794	0.999457167968	3221848	3209195	3210938
evo_1286_AP.033	0.999629046708	0.999443189334	3097425	3096276	3098001
1049089	1.0	0.998688981717	3120193	3120193	3124289
1220_AD	0.980521536179	0.998408664861	3544222	3475186	3480725
1030836	0.994329030601	0.99754501069	4913622	4885757	4897781
evo_1049056.031	0.750134974817	0.996928150601	4486022	3365122	3375491
1049056	0.864395215766	0.996886030048	3762441	3252236	3262395
1030878	0.926705650265	0.996440945639	3535675	3276530	3288233
1030752	1.0	0.995610031792	6250163	6250163	6277722
1030755	0.986684341268	0.995468410511	4656022	4594024	4614937
1139_AG	1.0	0.993275314988	7228872	7228872	7277813
1036755	0.994914022164	0.991390737493	6440846	6408088	6463736
1036608	0.905662923603	0.990883587808	3467926	3140772	3169668
evo_1035930.011	0.943946488351	0.989120838877	2369129	2236331	2260928
1036641	0.963376241689	0.985608691272	2691395	2592826	2630685
1048783	0.883399196279	0.981778953453	2693472	2379411	2423571
evo_1049056.015	0.999120634917	0.977422068546	3292148	3289253	3365233
1035930	0.997669081645	0.970419664945	2137355	2132373	2197372
1036728	0.974516823018	0.937657043681	1936454	1887107	2012577
1036707	0.86152810259	0.91954095893	4274268	3682402	4004609
evo_1049056.013	0.977668872557	0.86197606545	3099127	3029920	3515086
1365_A	0.96032376637	0.859731833836	6281443	6032219	7016396
1052947	0.512298879284	0.829535661932	7718996	3954433	4767044
1036743	0.943039481756	0.824924969217	4459984	4205941	5098574
1048993	0.914477945384	0.719623248944	2859356	2614818	3633593
1053058	0.769512571782	0.103703226945	699344	538154	5189366
1052944	0.542738397886	0.0335777110273	320976	174206	5188144
Sample6_722	NA	0.0	0	0	7258
Sample23_273	NA	0.0	0	0	10364
1220_AJ	NA	0.0	0	0	2614190
Sample19_56	NA	0.0	0	0	29366
Sample22_57	NA	0.0	0	0	37672
Sample16_19	NA	0.0	0	0	77336
Sample23_271	NA	0.0	0	0	10434
Sample6_289	NA	0.0	0	0	14081
Sample6_527	NA	0.0	0	0	9295
Sample9_2	NA	0.0	0	0	33254
Sample22_283	NA	0.0	0	0	16206
Sample15_97	NA	0.0	0	0	6594
1286_AP	NA	0.0	0	0	2975025
Sample19_20	NA	0.0	0	0	59741
evo_1286_AP.008	NA	0.0	0	0	3383934
evo_1049056.039	NA	0.0	0	0	2699770
Sample23_288	NA	0.0	0	0	9994
evo_1286_AP.037	NA	0.0	0	0	3082966
Sample9_65	NA	0.0	0	0	12323
Sample6_49	NA	0.0	0	0	31699
Sample6_476	NA	0.0	0	0	8307
Sample18_57	NA	0.0	0	0	20518
Sample22_89	NA	0.0	0	0	31415
Sample19_52	NA	0.0	0	0	29728
